<<<<<<< HEAD
,title,ingredients,directions,link,source,NER
2063897,Potato Skin Poutine,"[""6 ounces cream cheese with garlic and herbs, softened"", ""12 cup sour cream"", ""14 cup milk"", ""8 slices bacon, cooked and crumbled"", ""4 green onions, white and part of the green, finely chopped"", ""4 large baked potatoes"", ""2 tablespoons butter"", ""2 tablespoons all-purpose flour"", ""1 12 cups beef broth"", ""1 tablespoon Worcestershire sauce"", ""8 ounces white cheese curds""]","[""Preheat oven to 350F."", ""Combine cream cheese, sour cream, and milk, and blend until smooth."", ""Stir in bacon and green onions."", ""Cut the potatoes carefully in half lengthwise."", ""Scoop out most of the pulp, but leave some attached to the shell."", ""Set shells aside."", ""Stir potato pulp into the cream cheese mixture."", ""Place the potato shells in a baking dish."", ""Divide the cream cheese mixture among the potato shells."", ""Bake until heated through, about 10 minutes."", ""Meanwhile, melt butter over medium-high heat."", ""Whisk in flour and cook, whisking, until just browned."", ""Whisk in broth and Worcestershire sauce."", ""Bring to a boil, reduce heat to very low and simmer, stirring occasionally, until thickened."", ""Remove potatoes from oven."", ""Ladle a generous spoonful of gravy over each potato and top with the cheese curds."", ""Return to oven and bake until cheese is melted."", ""Serve remaining gravy on the side.""]",www.food.com/recipe/potato-skin-poutine-479472,Recipes1M,"[""cream cheese"", ""sour cream"", ""milk"", ""bacon"", ""green onions"", ""potatoes"", ""butter"", ""flour"", ""beef broth"", ""Worcestershire sauce"", ""white cheese""]"
2067422,Gluten-Free Mushroom Swiss Poutine,"[""32 ounces, weight Frozen French Fries"", ""6 Tablespoons Unsalted Butter, Divided"", ""8 ounces, weight Sliced Baby Portobello Mushrooms"", ""1 cup Water"", ""1 package (0.88 Oz. Size) Gluten-free Brown Gravy Mix"", ""1 Tablespoon Cornstarch"", ""1 cup Milk"", ""1 cup Grated Swiss Cheese Plus More For Garnish If Desired"", ""1/2 teaspoons Worcestershire Sauce"", ""Salt And Pepper, to taste""]","[""For the fries: Preheat oven to 400 F. Line a baking sheet with parchment paper and spread the fries onto the sheet."", ""Bake fries until golden brown and crispy, about 25-30 minutes."", ""Prepare the mushroom gravy and Swiss cheese sauce while the fries are cooking."", ""For the mushroom gravy: Melt 1/3 of the butter in a saute pan over medium heat."", ""Add the mushrooms into the pan (do not salt them)."", ""Brown the mushrooms, stirring occasionally, for about 5-7 minutes."", ""In a measuring cup, whisk water and brown gravy mix until combined."", ""Pour over the mushrooms."", ""Cook, stirring occasionally, until the gravy thickens, about 2-3 minutes."", ""Season with salt and pepper to taste."", ""For the Swiss cheese sauce: Melt the remaining 2/3 of the butter in a saucepan over medium-low heat."", ""Slowly whisk in the cornstarch until smooth."", ""Cook, whisking constantly, for 30 seconds."", ""Slowly whisk in the milk."", ""Cook, whisking occasionally, until the mixture thickens, about 3-4 minutes."", ""Slowly whisk in the shredded cheese and Worcestershire sauce until smooth."", ""Season with salt to taste."", ""For the assembly: Place cooked fries on a large platter or in a large cast iron skillet."", ""Top with mushroom gravy and cheese sauce."", ""Sprinkle with grated Swiss cheese (optional)."", ""Serve immediately.""]",tastykitchen.com/recipes/appetizers-and-snacks/gluten-free-mushroom-swiss-poutine/,Recipes1M,"[""Fries"", ""Unsalted Butter"", ""Mushrooms"", ""Water"", ""Brown Gravy Mix"", ""Cornstarch"", ""Milk"", ""Swiss Cheese"", ""Worcestershire Sauce"", ""Salt""]"
2077956,Poutine With Oka Cheese and Fresh Chervil,"[""1 cup vegetable oil (1 Litre) or 1 cup peanut oil (for frying, 1 Litre)"", ""4 medium sized russet potatoes, scrubbed well"", ""1 cup grated oka cheese (250 ml)"", ""1 cup peppercorn gravy, prepared (250 ml)"", ""fresh chervil, stems removed (15 ml)"", ""coarse salt""]","[""Follow manufacturer's instructions to preheat oil in a deep fryer to 325 degrees F (160 degrees C)."", ""Cut the well scrubbed potatoes into 1/4 inch wide sticks."", ""Place the French fries into a large bowl and cover completely with cool water."", ""Soaking the potatoes removes the excess starch from the potatoes which will result in a crisper French fry."", ""Grate the Oka cheese using a cheese grater and set aside."", ""Drain the water from the potatoes using a colander."", ""Pat the potatoes completely dry using paper towel."", ""Pour the gravy into a small sauce pan and place it over medium-low heat to gently heat the gravy until warm."", ""Place the dried potatoes into the preheated oil."", ""Cook the potatoes until the potatoes are tender and have little or no colour, approximately 6-8 minutes."", ""Remove from fryer, shake excess oil from fries and place on to a paper towelled lined plate."", ""Depending on the size of your deep fryer you may have to repeat this process 2-3 times."", ""Ensure that the oil returns to 325 degrees F (160 degrees C) before each batch is pre-cooked."", ""I."", ""ncrease the temperature on the deep fryer to 395F Allow the oil to preheat."", ""Place the blanched fries carefully into the hot oil."", ""Again be sure not to over crowd your fryer."", ""Allow the chips to cook for 5 minutes or until they are golden brown and crispy."", ""Remove from fryer shake off excess oil and place on to a clean paper towelled lined plate."", ""Immediately sprinkle with the course salt."", ""Repeat this process until all French fries are cooked."", ""Divide the chips onto 6 plates and top with the cheese equally."", ""Pour the gravy over the cheese and French fries and sprinkle with the fresh Chervil."", ""Serve hot.""]",www.food.com/recipe/poutine-with-oka-cheese-and-fresh-chervil-310308,Recipes1M,"[""vegetable oil"", ""potatoes"", ""cheese"", ""peppercorn gravy"", ""fresh chervil"", ""salt""]"
2089729,Chunky Mushroom Poutine,"[""3 large potatoes, scrubbed and sliced into thin wedges (probably more, see note above)"", ""canola or olive oil, for cooking"", ""1 cup cheese curds"", ""1 tablespoon butter"", ""4 -6 cups mushrooms, chopped, preferably a variety"", ""1 teaspoon fresh rosemary or 1 teaspoon thyme leaves, chopped"", ""salt and pepper"", ""2 -3 tablespoons flour"", ""2 cups low salt stock (beef, chicken or vegetable)"", ""14 cup half-and-half or 14 cup heavy cream""]","[""Preheat oven to 450F On a large rimmed baking sheet, drizzle potatoes with oil, tossing to coat them well."", ""Bake for about 20 minutes, stirring once or twice, until golden."", ""Sprinkle with salt and set aside."", ""Meanwhile, heat about a tablespoon of oil and the butter in a large, heavy skillet set over medium-high heat."", ""When the foaming subsides, add the mushrooms and rosemary or thyme, sprinkle with salt and pepper and cook, stirring often, until the mushrooms release their liquid and start to brown."", ""Sprinkle the mushrooms with flour and cook for a minute or two, stirring to coat the mushrooms, until the flour browns."", ""Add the stock and brink to a boil, stirring for at least a minute, until the gravy thickens."", ""If you like, add the cream and remove from heat."", ""Serve the potatoes topped with gravy and cheese curds.""]",www.food.com/recipe/chunky-mushroom-poutine-471966,Recipes1M,"[""potatoes"", ""olive oil"", ""cheese curds"", ""butter"", ""mushrooms"", ""fresh rosemary"", ""salt"", ""flour"", ""salt"", ""heavy cream""]"
2107062,Poutine with Dark Sausage Gravy,"[""2 teaspoons vegetable or olive oil"", ""3 cloves garlic, minced"", ""1 pound fresh pork sausage, casings removed"", ""1/2 onion, diced"", ""4 tablespoons butter"", ""1/4 cup flour"", ""1/4 cup milk"", ""2 cups beef stock"", ""Salt and pepper"", ""1 pound frozen steak fries"", ""Vegetable oil, for deep-frying"", ""Cheese curds, for serving""]","[""For the gravy: Heat the oil in a skillet over medium heat."", ""Add the garlic and the sausage, breaking up the latter with a spoon or fork and letting it brown until fully cooked."", ""Transfer to a plate with a slotted spoon and set aside."", ""Add the onions and the butter to the skillet."", ""Saute until the onions are dark brown and caramelized."", ""Add the flour, a little at a time, and cook, stirring constantly, to make a dark roux, 6 to 10 minutesdon't let it burn, but it should be nice and dark."", ""Slowly add the milk and beef stock, stirring vigorously to work it all together."", ""Add salt and pepper to taste."", ""Add the cooked sausage to the gravy; stir well."", ""Simmer for a minute or two, until the gravy reaches the desired consistency."", ""For the poutine: Fry the steak fries in vegetable oil until crispy."", ""Serve the fries covered in sausage gravy and cheese curds."", ""Pop in the oven to melt the cheese curds, if necessary.""]",www.foodnetwork.com/recipes/amanda-freitag/poutine-with-dark-sausage-gravy.html,Recipes1M,"[""vegetable"", ""garlic"", ""pork sausage"", ""onion"", ""butter"", ""flour"", ""milk"", ""beef stock"", ""Salt"", ""fries"", ""Vegetable oil"", ""Cheese curds""]"
2124363,Ra-Ra-Ra Poutine,"[""1 quart vegetable oil (for frying)"", ""1 (10 1/4 ounce) canrich beef gravy"", ""5 medium potatoes, scrubbed, skin left on, cut into fries"", ""2 cups fresh cheese curds (cheddar cheese curds are yummy, but fresh mozz works great, too)"", ""kosher salt""]","[""Heat oil in a deep fryer or deep heavy skillet to 365F (185C)."", ""While the oil is heating, you can begin to warm your gravy."", ""Place the fries into the hot oil, and cook until light brown, about 8-10 minutes."", ""Make the fries in batches if necessary to allow them room to move a little in the oil."", ""Remove to a paper towel lined plate to drain."", ""Place the fries on a serving platter or into individual bowls."", ""Sprinkle lightly with some kosher salt."", ""Sprinkle the cheese over them."", ""Ladle gravy over the fries and cheese, and serve immediately.""]",www.food.com/recipe/ra-ra-ra-poutine-173676,Recipes1M,"[""vegetable oil"", ""canrich beef gravy"", ""potatoes"", ""fresh cheese curds"", ""kosher salt""]"
2157556,Potato Champion Poutine,"[""5 Russet potatoes"", ""Rice bran oil, for frying"", ""1 yellow onion, chopped"", ""1 small shallot, minced"", ""3 cloves garlic, minced"", ""3 tablespoons balsamic vinegar"", ""1 tablespoon freshly ground black pepper"", ""1/4 cup unsalted butter"", ""1/4 cup all-purpose flour"", ""1 quart chicken stock"", ""Salt"", ""1 cup cheese curds or queso fresco""]","[""To make the fries, cut the potatoes into sticks about 3/8 inch thick."", ""Rinse with cold water to remove the excess starch, then pat dry with paper towels."", ""Let them continue to dry while you heat enough rice bran oil to cover the fries in a large, heavy stockpot or tabletop fryer to 325F."", ""Carefully drop the fries into the pot and fry for 5 minutes."", ""Remove using a wire basket or slotted spoon, transfer to a paper towellined plate, and let them sit at room temperature for 30 minutes."", ""To make the gravy, add the onion, shallot, garlic, vinegar, and pepper to a large stockpot and simmer, reducing until the onions are translucent, about 5 minutes."", ""While the mixture is reducing, make a roux by melting the butter over medium heat in a small saute pan and whisking in the flour until completely dissolved and the roux takes on a pale golden color."", ""Add the stock to the onion and shallot mixture, bring to a boil, and then whisk in the roux."", ""Reduce the heat to low and simmer for 30 minutes."", ""Season with salt to taste."", ""For the second potato fry, bring the oil up to 375F and fry again until lightly browned and crisp."", ""To assemble, douse the hot fries in warm gravy and top with the cheese curds.""]",www.epicurious.com/recipes/food/views/potato-champion-poutine-382256,Recipes1M,"[""potatoes"", ""bran oil"", ""yellow onion"", ""shallot"", ""garlic"", ""balsamic vinegar"", ""freshly ground black pepper"", ""unsalted butter"", ""all-purpose"", ""chicken"", ""Salt"", ""cheese curds""]"
2160523,Poutine's Recipe lpkiddylu,"[""10 lbs. grated potatoes - drained"", ""2 1/2 lbs. cooked potatos - mashed (can be prepared in advance)"", ""2-5 lbs. hamburger or ground pork (form into small meatballs in advance)"", ""salt pork cut into 1/2\"" pieces (if using hamburger - press into prepared meatballs)"", ""culinary cheese cloth pre-cut into 5\"" x 5\"" squares (or larger)"", ""cheese grater""]","[""grate potatos and mix mashed potatos with grated add salt to taste"", ""using prepared meatballs, form into larger snowball like balls by covering prepared meatballs with potato mix cover about 1\"" thick around ball"", ""place into center of cut cheese cloth and tie corners together diagonally"", ""drop into boiling water and simmer 3-4 hours until center meatball is cooked through""]",www.chowhound.com/recipes/poutines-13634,Recipes1M,"[""potatoes"", ""hamburger"", ""salt pork"", ""culinary cheese"", ""grater""]"
2195424,Oh Mon Dieu! Its A Brisket Poutine,"[""2 teaspoons black mustard seeds"", ""2 teaspoons yellow mustard seeds"", ""2 teaspoons coriander seeds"", ""4 teaspoons onion powder"", ""6 teaspoons celery salt"", ""5 teaspoons smoked paprika"", ""1 quart heavy cream"", ""1 quart half n' half"", ""1 quart milk"", ""1 onion, halved"", ""1 garlic clove"", ""1 bay leaf"", ""1/4 teaspoon nutmeg"", ""2 cups aged white cheddar, grated"", ""10 russet potatoes, peeled and cut into French fries"", ""8 quarts water"", ""1 cap full white vinegar"", ""8 quarts vegetable oil"", ""5 pounds brisket"", ""1 tablespoon garlic powder"", ""1 tablespoon onion powder"", ""1 tablespoon paprika"", ""1 tablespoon salt"", ""1 tablespoon pepper"", ""2 cups chicken stock""]","[""In a medium sauce pot take the cream, half n half and milk and bring to a simmer."", ""Add the onion, garlic, bay leaf and nutmeg and cook for about 20 minutes."", ""Turn the heat off and remove from the stove."", ""Add the grated cheese slowly with a whisk until completely incorporated.""]",www.foodrepublic.com/recipes/oh-mon-dieu-its-a-brisket-poutine-recipe/,Recipes1M,"[""black mustard seeds"", ""yellow mustard seeds"", ""coriander seeds"", ""onion powder"", ""celery salt"", ""paprika"", ""heavy cream"", ""milk"", ""onion"", ""garlic"", ""bay leaf"", ""nutmeg"", ""aged white cheddar"", ""potatoes"", ""water"", ""white vinegar"", ""vegetable oil"", ""brisket"", ""garlic"", ""onion powder"", ""paprika"", ""salt"", ""pepper"", ""chicken stock""]"
2199544,Curds & Whey - for Canadian Poutine,"[""12 cups fresh water (3 quarts)"", ""6 cups instant dry milk powder"", ""1 -1 12 cup white vinegar"", ""12 teaspoon salt""]","[""Heat the water in a very large pot over low heat."", ""Stir in the dry milk powder as the water heats."", ""Heat it gently until it is very hot but not boiling."", ""Stir in about a cup of vinegar."", ""Turn off the heat and allow the mixture to sit for about 10 minutes - don't skip this part because the mixture has to sit for the milk to have a chance to curdle."", ""After 10 minutes there should be a big clump of white cheese curd in the middle of a pool of clear amber liquid."", ""If the liquid is still milky, then you need to add more vinegar to finish curdling the milk."", ""Add a couple of spoonfuls of vinegar at a time and stir gently so that more of the milk will curdle and clump up."", ""Continue until all of the milk is curdled into curds, and the liquid (the whey) is clear."", ""Line a strainer or collander with a lightly damp thin cotton cloth."", ""Carefully pour the big pot of curds and whey into the strainer and let all of the whey strain off."", ""Run a little cold water over the curds to cool them down, and to rinse out all of the whey."", ""Squeeze the curds with your fingers to break them up, and rinse them thoroughly."", ""Gather up the cloth around the curds and squeeze to remove as much of the moisture as you can - the curds should be quite dry."", ""Transfer the cheese curds to a bowl or container and stir in the salt.""]",www.food.com/recipe/curds-whey-for-canadian-poutine-208568,Recipes1M,"[""water"", ""instant dry milk"", ""white vinegar"", ""salt""]"
2207158,Real Canadian Poutine,"[""1 quart vegetable oil (for frying)"", ""1 (10 1/4 ounce) can beef gravy"", ""5 medium potatoes, cut into fries"", ""2 cups cheese curds""]","[""Heat oil in a deep fryer or deep heavy skillet to 365F (185C)."", ""Warm gravy in saucepan or microwave."", ""Place the fries into the hot oil, and cook until light brown, about 5 minutes."", ""Remove to a paper towel lined plate to drain."", ""Place the fries on a serving platter, and sprinkle the cheese over them."", ""Ladle gravy over the fries and cheese, and serve immediately.""]",www.food.com/recipe/real-canadian-poutine-113388,Recipes1M,"[""vegetable oil"", ""beef gravy"", ""potatoes"", ""cheese curds""]"
2208515,Poutine (Fries and Gravy),"[""2 tablespoons butter"", ""2 tablespoons flour"", ""2 cups beef stock"", ""Salt"", ""Freshly ground black pepper"", ""2 pounds Idaho white potatoes, peeled and cut"", ""1/2 pound fresh cheese curd""]","[""In a saucepan, over medium heat, combine the butter and flour."", ""Stir until incorporated."", ""Cook for 12 to 15 minutes for a dark roux."", ""Stir in the stock."", ""Season with salt and pepper."", ""Bring the liquid to a boil."", ""Reduce the heat to medium low and continue cooking for 15 to 20 minutes."", ""Remove from the heat and keep warm."", ""Peel the potatoes and cut fries, 4 inches by 1/2-inch."", ""Bring a pot of salted water to a boil."", ""Add the potatoes and blanch for 4 minutes."", ""Remove, drain and cool completely."", ""Fry the potatoes until golden brown."", ""Remove and drain on paper towels."", ""Season with salt and pepper."", ""To serve, mound the fries into the individual (16-ounce) disposable cups."", ""Spoon the gravy over the fries and crumble the cheese."", ""Serve immediately.""]",www.foodnetwork.com/recipes/emeril-lagasse/poutine-fries-and-gravy-recipe.html,Recipes1M,"[""butter"", ""flour"", ""beef stock"", ""Salt"", ""Freshly ground black pepper"", ""white potatoes"", ""fresh cheese curd""]"
=======
,title,ingredients,directions,link,source,NER
253850,Acadian Poutines,"[""1 c. flour"", ""1/2 c. water"", ""1 tsp. baking powder""]","[""Mix all ingredients."", ""Roll dough thinly."", ""Cut into strips, then snip into any kind of stew."", ""Allow 15 minutes cooking time.""]",www.cookbooks.com/Recipe-Details.aspx?id=638889,Gathered,"[""flour"", ""water"", ""baking powder""]"
898993,Poutine Pizza,"[""2 cups all-purpose flour"", ""1 cup lukewarm water"", ""1 egg"", ""1 tablespoon instant yeast"", ""1 tablespoon white sugar"", ""1 (14 ounce) package frozen French fries (such as McCain(R))"", ""cooking spray"", ""10 slices bacon, chopped"", ""1 (12 ounce) bag shredded Mexican cheese blend (such as Kraft(R))"", ""1/2 cup pizza sauce, or as needed"", ""1 (10.5 ounce) can beef gravy, or as needed""]","[""Place flour in a large bowl. Whisk water, egg, yeast, and sugar together in a cup. Make a well in the flour and pour in yeast mixture. Stir until mixture forms a smooth dough, adding a small amount of flour or water if needed. Cover bowl with a towel; set aside to rise until doubled in size, about 30 minutes."", ""Preheat oven to 425 degrees F (220 degrees C). Spread French fries in a single layer on a baking sheet."", ""Bake fries in the preheated oven until golden, about 20 minutes. Reduce oven temperature to 350 degrees F (175 degrees C)."", ""Heat a large skillet over medium heat and fry bacon pieces until browned, about 5 minutes; remove to drain on a paper towel."", ""Spray a round pizza pan with baking spray."", ""Punch down dough, and flatten onto pizza pan. For a stuffed crust, sprinkle about 1/4 cup shredded Mexican cheese blend around the edge of the dough, roll dough inward over cheese, and pinch dough to seal."", ""Spread a thin layer of pizza sauce over dough. Spread fries over dough; pour gravy over fries as needed to cover. Top with remaining Mexican cheese blend. Sprinkle bacon pieces evenly over pizza."", ""Bake in the preheated oven until cheese is bubbly and crust is golden, about 20 minutes.""]",www.allrecipes.com/recipe/234010/poutine-pizza/,Gathered,"[""flour"", ""water"", ""egg"", ""yeast"", ""white sugar"", ""cooking spray"", ""bacon"", ""cheese blend"", ""pizza sauce"", ""beef gravy""]"
919318,Perfect Baked Poutine,"[""3 tablespoons extra-virgin olive oil"", ""1 teaspoon salt"", ""1 teaspoon freshly ground black pepper"", ""1/2 teaspoon garlic powder"", ""1 teaspoon dried parsley"", ""5 red potatoes, scrubbed and cut into wedges"", ""2 (.75 ounce) packets brown gravy mix"", ""2 cups low-sodium chicken broth"", ""2 cups cheese curds""]","[""Preheat oven to 350 degrees F (175 degrees C)."", ""Combine extra-virgin olive oil, salt, black pepper, garlic powder, and parsley in a large zip lock bag; add cut red potatoes and shake until potatoes are covered."", ""Line a cookie sheet with foil; lightly cover with oil. Arrange potatoes on cookie sheet. Bake potatoes, flipping every 20 minutes, until golden brown, about 45 minutes to 1 hour. Transfer fries to a large bowl."", ""Whisk brown gravy mix with chicken broth in a saucepan, place over medium heat, and bring to a boil, whisking often. Reduce heat to low; simmer for 1 minute, continuing to whisk. Let stand off the heat for 1 minute for gravy to thicken."", ""Layer cheese curds over fries and top with prepared gravy.""]",www.allrecipes.com/recipe/231540/perfect-baked-poutine/,Gathered,"[""extra-virgin olive oil"", ""salt"", ""freshly ground black pepper"", ""garlic"", ""parsley"", ""red potatoes"", ""packets brown gravy mix"", ""chicken broth"", ""cheese curds""]"
921402,Poutine Gravy,"[""1 tablespoon vegetable oil"", ""1 pound boneless beef chuck, chopped, or more to taste"", ""4 tablespoons butter"", ""1 cup diced onions"", ""salt to taste"", ""freshly ground black pepper to taste"", ""1 pinch cayenne pepper, or to taste"", ""1/3 cup all-purpose flour"", ""4 cups homemade beef broth"", ""1 (16 ounce) package crinkle-cut French fries, or to taste"", ""1 cup fresh cheese curds, or to taste"", ""1 teaspoon chopped fresh chives, or to taste""]","[""Drizzle oil into a pan over high heat. Add beef chuck. Cook and stir until juices evaporate and the beef starts to brown and stick to the bottom of the pan, 5 to 7 minutes. Add butter and reduce heat to medium; stir until butter is melted."", ""Add onions, salt, pepper, and cayenne to the beef. Cook until onions are softened and golden, 2 to 3 minutes. Stir in flour. Cook and stir until flour smells like cooked pie crust, 2 to 3 minutes. Pour in broth and bring to a simmer over high heat. Bring heat back down to medium. Let simmer, uncovered, until gravy reaches your desired thickness, 15 to 20 minutes, scraping down the sides occasionally. Season with salt."", ""Preheat the oven to 450 degrees F (230 degrees C). Lay fries out on a baking sheet."", ""Bake in the preheated oven, turning halfway, until crispy and golden brown, 13 to 18 minutes."", ""Fill a serving platter with fries. Scatter cheese curds on top. Ladle a portion of the beef gravy on top and garnish with chives.""]",www.allrecipes.com/recipe/266892/poutine-gravy/,Gathered,"[""vegetable oil"", ""beef chuck"", ""butter"", ""onions"", ""salt"", ""freshly ground black pepper"", ""cayenne pepper"", ""flour"", ""homemade beef broth"", ""fresh cheese curds"", ""fresh chives""]"
923076,Actifried Poutine,"[""1 3/4 pounds russet potatoes"", ""2 ActiFry spoons vegetable oil, divided"", ""1/2 teaspoon salt, divided"", ""1/2 teaspoon pepper, divided"", ""1/2 ActiFry spoon all-purpose flour"", ""1 1/2 cups beef broth"", ""1 dash Worcestershire sauce"", ""1 cup cubed part-skim mozzarella cheese""]","[""Scrub potatoes and cut into fries of equal size, each about 1/2-inch (1 cm) thick on all sides."", ""Rinse fries thoroughly in water; drain well. Use a clean kitchen towel to thoroughly dry fries."", ""Place fries in the Actifry Pan. Drizzle evenly with half the oil. Cook for 40 minutes, or until the fries are crisp, golden, and cooked through. Season with half of the salt and pepper (adjust to taste)."", ""Meanwhile, heat remaining oil in a small saucepan set over medium heat. Add flour and cook, stirring for 1 minute, or until flour is lightly browned. Whisk in broth and Worcestershire sauce. Bring to a boil. Cook, stirring often, for 5 minutes, or until thickened. Season with remaining salt and pepper (adjust to taste)."", ""Divide fries between 4 serving plates. Top each serving with an equal amount of cheese. Drizzle with hot gravy to melt cheese.""]",www.allrecipes.com/recipe/268467/actifried-poutine/,Gathered,"[""russet potatoes"", ""ActiFry spoons vegetable oil"", ""salt"", ""pepper"", ""ActiFry"", ""beef broth"", ""Worcestershire sauce"", ""mozzarella cheese""]"
923169,Poutine,"[""1 (16 ounce) package frozen French fries"", ""1 (10.25 ounce) can beef gravy"", ""1 (8 ounce) package shredded Cheddar cheese""]","[""Preheat the oven to 400 degrees F (200 degrees C). Place French fries on a baking sheet, and bake for 15 to 20 minutes, or according to package instructions."", ""Heat the gravy in a small saucepan over medium heat. Place the hot fries in a large serving bowl or on a platter. Pour the gravy over the fries. Sprinkle shredded cheese over the top. Serve when cheese has melted.""]",www.allrecipes.com/recipe/76654/poutine/,Gathered,"[""beef gravy"", ""Cheddar cheese""]"
929372,Poutinertots,"[""1 (32 ounce) package frozen bite-size potato nuggets (such as Tater Tots(R))"", ""1 cup cold water"", ""1 (.75 ounce) packet dry brown gravy mix"", ""6 ounces cheese curds""]","[""Preheat oven to 425 degrees F (220 degrees C). Grease a baking sheet and spread potato nuggets onto sheet."", ""Bake in the preheated oven, stirring halfway through cooking, until golden brown and crispy, 25 to 35 minutes."", ""Whisk cold water and gravy mix together in a saucepan; place over medium heat and cook, stirring frequently, until gravy comes to a boil. Reduce heat and simmer for 1 minute. Remove gravy from heat."", ""Place potato nuggets on a serving platter, sprinkle cheese curds over potato nuggets, and pour gravy over the top.""]",www.allrecipes.com/recipe/255746/poutinertots/,Gathered,"[""potato nuggets"", ""cold water"", ""packet"", ""cheese curds""]"
929856,Poutine Style Scalloped Potatoes,"[""8 potatoes, sliced"", ""1 teaspoon salt-free seasoning blend (such as Club House No Salt Added Vegetable Seasoning(R)), or to taste"", ""3 cups shredded mozzarella cheese"", ""3 cups beef gravy""]","[""Preheat oven to 400 degrees F (200 degrees C). Grease a 16x16-inch baking dish."", ""Spread 1/3 of sliced potatoes in the prepared baking dish. Sprinkle potatoes with 1/3 of seasoning mix; top with 1/3 the mozzarella cheese. Continue layering with remaining potatoes, seasoning, and cheese."", ""Pour gravy evenly over potato mixture to cover."", ""Bake in the preheated oven until casserole is bubbly and potatoes are tender, about 45 minutes.""]",www.allrecipes.com/recipe/234114/poutine-style-scalloped-potatoes/,Gathered,"[""potatoes"", ""salt"", ""mozzarella cheese"", ""beef gravy""]"
932358,South Meets North Fajita Poutine,"[""2 pounds beef skirt steak - cut across the grain into 1/4-inch strips and 2-inch pieces"", ""2 1/2 cups Swanson(R) Beef Broth, divided"", ""1 (1.4 ounce) package dry fajita seasoning"", ""3 tablespoons vegetable oil, divided"", ""1 (32 ounce) package frozen French fries"", ""4 tablespoons butter"", ""4 tablespoons all-purpose flour"", ""1 onion, sliced into thin strips"", ""1 green or red bell pepper, cut into thin strips"", ""8 ounces cheese curds"", ""Chopped cilantro (optional)"", ""1 fresh jalapeno pepper, seeded and chopped (optional)""]","[""Place beef pieces in a large resealable bag. Whisk 1/2 cup Swanson(R) Beef Broth, 2 tablespoons vegetable oil and fajita seasoning mix together in small bowl until mix dissolves; pour over beef. Seal bag and refrigerate 8 hours or overnight."", ""Preheat oven to 425 degrees F (220 degrees C)."", ""Arrange French fries in a single layer on a baking sheet; bake in preheated oven until golden brown, about 20 minutes (or according to package directions)."", ""While fries are baking, melt butter in a medium saucepan over medium heat. Whisk in flour and stir until smooth, about 2 minutes. Whisk in remaining 2 cups Swanson(R) Beef Broth and bring to a boil. Reduce heat and simmer until thickened, about 5 minutes, stirring occasionally."", ""Heat 1 tablespoon vegetable oil in a large skillet over medium heat. Add onion and saute 2 minutes or until soft. Add bell pepper and saute an additional 3 minutes."", ""Drain marinade from beef and discard. Add beef to skillet with vegetables. Saute to desired doneness, about 5 minutes."", ""Place fries on a serving platter. Cover fries with beef mixture and cheese curds. Top with gravy and garnish with cilantro and chopped jalapenos.""]",www.allrecipes.com/recipe/245087/south-meets-north-fajita-poutine/,Gathered,"[""beef skirt"", ""Swanson"", ""vegetable oil"", ""butter"", ""all-purpose"", ""onion"", ""green"", ""cheese curds"", ""cilantro"", ""jalapeno pepper""]"
937619,Fenelon Poutine,"[""3 potatoes, cut into fries"", ""1 quart vegetable oil for frying"", ""1/2 cup beef gravy, or as needed"", ""1/2 cup shredded mozzarella cheese, or to taste"", ""2 tablespoons mayonnaise, or to taste"", ""1 tablespoon ketchup, or to taste"", ""1/2 cup shredded lettuce"", ""salt and ground black pepper to taste""]","[""Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C). Fry potatoes in batches in the hot oil until tender and golden brown, about 5 minutes. Remove to drain on a plate lined with paper towels."", ""Heat gravy in a small saucepan over medium heat until heated through, about 5 minutes."", ""Spread a layer of fries into two bowls, sprinkle with cheese and add a small amount of gravy; repeat these layers once. Squirt each serving with 1 tablespoon mayonnaise and 1 1/2 teaspoons ketchup. Sprinkle each bowl with half the lettuce; season with salt and pepper.""]",www.allrecipes.com/recipe/221809/fenelon-poutine/,Gathered,"[""potatoes"", ""vegetable oil"", ""beef gravy"", ""mozzarella cheese"", ""mayonnaise"", ""ketchup"", ""shredded lettuce"", ""salt""]"
941927,Real Canadian Poutine,"[""1 (14 ounce) package frozen French fries"", ""2 tablespoons butter"", ""2 tablespoons all-purpose flour"", ""1 1/2 cups beef broth"", ""salt and ground black pepper to taste"", ""1 1/2 cups cheese curds""]","[""Preheat an oven to 450 degrees F (230 degrees C). Grease a baking sheet."", ""Spread fries in a single layer over prepared baking sheet."", ""Bake in the preheated oven until light brown, about 15 minutes."", ""Melt butter in a saucepan over medium-high heat. Whisk in flour vigorously. When mixture bubbles, reduce heat to low; cook and stir until the mixture thins, about 2 minutes. Whisk in beef broth. Bring to a boil; reduce heat and simmer, stirring occasionally, until gravy has thickened, about 5 minutes. Season with salt and pepper."", ""Place fries on a serving plate or in individual bowls. Distribute the cheese curds over the fries; pour hot gravy over the fries and curds. Serve immediately.""]",www.allrecipes.com/recipe/221806/real-canadian-poutine/,Gathered,"[""butter"", ""flour"", ""beef broth"", ""salt"", ""cheese curds""]"
